subject,predicate,object
Flour_almond,recommendedFor,Tachycardia__Ventricular
Beans_Dry_Navy_0_moisture,recommendedFor,Tachycardia__Supraventricular
Cheese_swiss,recommendedFor,Hyperemia
Peanut_butter_creamy,recommendedFor,Carcinoma__Squamous_Cell
Nuts_pecans_halves_raw,recommendedFor,Disease_Progression
Beeftenderloin_steak_raw,recommendedFor,COVID_19
Hemorrhage,22-rdf-syntax-ns#type,Disease
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Muscle_Weakness
Mushroom_maitake,recommendedFor,Osteoporosis
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Polycystic_Ovary_Syndrome
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Craniofacial_Abnormalities
Olives_green_Manzanilla_stuffed_with_pimiento,recommendedFor,Renal_Insufficiency
Nuts_walnuts_English_halves_raw,recommendedFor,Long_QT_Syndrome
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Polyradiculopathy
Sorghum_whole_grain_white_dry_raw,recommendedFor,Anemia
Egg_yolk_dried,recommendedFor,Carcinoma__Ehrlich_Tumor
Beans_Dry_Small_Red_0_moisture,recommendedFor,Hypertension
Sodium,treats,Arrhythmias__Cardiac
Almond_butter_creamy,recommendedFor,Migraine_Disorders
Scallops_bay_Patagonian_frozen_wild_caught,highIn,Magnesium
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Tachycardia__Supraventricular
Nuts_almonds_whole_raw,recommendedFor,Heart_Defects__Congenital
Avocado_Hass_peeled_raw,recommendedFor,Arrhythmias__Cardiac
Beans_kidney_light_red_canned_sodium_added_sugar_added_drained_and_rinsed,22-rdf-syntax-ns#type,Food
Beef_top_sirloin_steak_raw,recommendedFor,Acute_Kidney_Injury
Mushroom_pioppini,recommendedFor,Muscular_Diseases
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Anemia__Iron_Deficiency
Wild_rice_dry_raw,recommendedFor,Atrial_Fibrillation
Flour_soy_fullfat,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Squash_pie_pumpkin_peeled_seeded_raw,recommendedFor,Hypokalemic_Periodic_Paralysis
Spinach_baby,recommendedFor,Atrial_Fibrillation
Cookies_oatmeal_soft_with_raisins,recommendedFor,Kidney_Diseases
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,contraindicatedFor,Hypertension
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Diarrhea
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Atherosclerosis
Flour_almond,recommendedFor,Osteoporosis__Postmenopausal
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Heart_Defects__Congenital
Yogurt_Greek_strawberry_nonfat,recommendedFor,Movement_Disorders
Snow_crab_legs_only_frozen__,recommendedFor,Renal_Insufficiency
Beans_Dry_Navy_0_moisture,recommendedFor,Coronary_Vasospasm
Peanut_butter_creamy,recommendedFor,Splenic_Diseases
Beans_Dry_Tan_0_moisture,recommendedFor,Insulin_Resistance
Beans_Dry_Light_Red_Kidney_0_moisture,22-rdf-syntax-ns#type,Food
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Glioma
Flour_oat_whole_grain,recommendedFor,Melanoma
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Acrodermatitis
Plantains_ripe_raw,highIn,Sugar
Plantains_ripe_raw,recommendedFor,Muscular_Diseases
Oat_milk_unsweetened_plain_refrigerated,recommendedFor,Hypertrophy
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Hypocalcemia
Nuts_almonds_whole_raw,highIn,Potassium
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Hypertension
Scallops_bay_Patagonian_frozen_wild_caught,contraindicatedFor,Heart_Failure
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,COVID_19
Flour_spelt_whole_grain,recommendedFor,Long_QT_Syndrome
Flour_buckwheat,highIn,Iron
Cheese_parmesan_grated_refrigerated,recommendedFor,Diarrhea
Calcium,treats,Kidney_Diseases
Beans_Dry_Cranberry_0_moisture,recommendedFor,Prenatal_Injuries
Restaurant_Chinese_sweet_and_sour_pork,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Pork_cured_bacon_cooked_restaurant,recommendedFor,Major_Depressive_Disorder
Flour_whole_wheat_unenriched,predictedFor,Rickets
Flour_rice_brown,recommendedFor,Ventricular_Fibrillation
Wild_rice_dry_raw,recommendedFor,Hyperalgesia
Bread_wholewheat_commercially_prepared,recommendedFor,Hypertension
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Edema
Einkorn_grain_dry_raw,recommendedFor,Hypotension
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Coronary_Vasospasm
Flour_buckwheat,recommendedFor,Migraine_Disorders
Rice_brown_long_grain_unenriched_raw,recommendedFor,Infant_Death
Nuts_cashew_nuts_raw,recommendedFor,Prenatal_Injuries
Cheese_swiss,recommendedFor,COVID_19
Snow_crab_legs_only_frozen__,recommendedFor,Nerve_Compression_Syndromes
Flour_whole_wheat_unenriched,recommendedFor,Heart_Failure
Collards_raw,recommendedFor,Vasospasm__Intracranial
Flour_barley,highIn,Fiber
Flour_oat_whole_grain,recommendedFor,Cholestasis__Extrahepatic
Beef_short_loin_NY_strip_steak_raw,recommendedFor,Heart_Defects__Congenital
Cheese_cheddar,recommendedFor,Intestinal_Diseases
Bread_white_commercially_prepared,recommendedFor,Urinary_Bladder_Diseases
Rice_brown_long_grain_unenriched_raw,recommendedFor,Fasciculation
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Carcinoma__Ehrlich_Tumor
Nuts_pecans_halves_raw,recommendedFor,Tachycardia__Supraventricular
Beef_round_top_round_boneless_choice_raw,recommendedFor,Brain_Injuries
Iron,treats,Hyperkinesis
Egg_yolk_raw_frozen_pasteurized,highIn,Fat
Lentils_dry,highIn,Iron
Bread_white_commercially_prepared,recommendedFor,Ventricular_Fibrillation
Wild_rice_dry_raw,recommendedFor,Disease_Progression
Bread_white_commercially_prepared,recommendedFor,Tachycardia
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Testicular_Diseases
Nuts_pistachio_nuts_raw,recommendedFor,Autistic_Disorder
Lamb_ground_raw,highIn,Fat
Flour_amaranth,recommendedFor,Leukemia
Cheese_cotija_solid,recommendedFor,Hepatomegaly
Mushroom_maitake,recommendedFor,Inflammation
Beans_Dry_Black_0_moisture,recommendedFor,Renal_Insufficiency
Egg_whole_raw_frozen_pasteurized,recommendedFor,Prenatal_Exposure_Delayed_Effects
Avocado_Hass_peeled_raw,recommendedFor,Tremor
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,predictedFor,Pruritus
Calcium,treats,Neoplasms
Periodontitis,22-rdf-syntax-ns#type,Disease
Cheese_dry_white_queso_seco,recommendedFor,Vitamin_D_Deficiency
Peanuts_raw,highIn,Carbohydrate
Peanut_butter_creamy,recommendedFor,Kidney_Diseases__Cystic
Cheese_parmesan_grated_refrigerated,recommendedFor,Carcinoma__Ehrlich_Tumor
Beans_Dry_Light_Red_Kidney_0_moisture,recommendedFor,Major_Depressive_Disorder
Cream_sour_full_fat,recommendedFor,Hypoparathyroidism
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Tachycardia__Ventricular
Seeds_sunflower_seed_kernel_raw,recommendedFor,Hypertension
Cheese_monterey_jack_solid,recommendedFor,Proteinuria
Beans_Dry_Tan_0_moisture,recommendedFor,Colitis
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Wounds_and_Injuries
Flaxseed_ground,recommendedFor,Drug_Overdose
Kale_frozen_cooked_boiled_drained_without_salt,recommendedFor,Peptic_Ulcer
Figs_dried_uncooked,recommendedFor,Heart_Failure
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Kidney_Diseases
Peppers_banana_or_Hungarian_wax_seeded_raw,highIn,Vitamin_B6
Peanuts_raw,recommendedFor,Heart_Failure
Einkorn_grain_dry_raw,recommendedFor,Torsades_de_Pointes
Beans_Dry_Carioca_0_moisture,recommendedFor,Teratozoospermia
Seeds_sunflower_seed_kernel_raw,highIn,Carbohydrate
Khorasan_grain_dry_raw,recommendedFor,Asthma
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Gastrointestinal_Diseases
Egg_yolk_dried,recommendedFor,Disease_Progression
Cheese_provolone_sliced,recommendedFor,Polycystic_Ovary_Syndrome
Flour_almond,recommendedFor,Gastrointestinal_Diseases
Squid_calamari_frozen_tubes_only,contraindicatedFor,Hypertension
Einkorn_grain_dry_raw,highIn,Potassium
Chicken_broilers_or_fryers_drumstick_meat_only_cooked_braised,contraindicatedFor,Hypertension
Almond_butter_creamy,recommendedFor,Proteinuria
Flour_sorghum,recommendedFor,Migraine_Disorders
Flour_spelt_whole_grain,recommendedFor,Hypomagnesemia_primary
Vitamin_D,treats,Mobility_Limitation
Nuts_brazilnuts_raw,recommendedFor,Atrial_Fibrillation
Pulmonary_Fibrosis,22-rdf-syntax-ns#type,Disease
Nuts_brazilnuts_raw,recommendedFor,Cholestasis
Flour_potato,recommendedFor,Pain
Beeftenderloin_steak_raw,recommendedFor,Weight_Loss
Nuts_pine_nuts_raw,recommendedFor,Disease_Models__Animal
Salt_table_iodized,highIn,Sodium
Beans_Dry_Tan_0_moisture,recommendedFor,Arthralgia
Lentils_dry,recommendedFor,Multiple_Myeloma
Nuts_almonds_whole_raw,recommendedFor,Hyperkinesis
Cheese_swiss,contraindicatedFor,Hypertension
Cookies_oatmeal_soft_with_raisins,highIn,Fat
Beans_Dry_Navy_0_moisture,recommendedFor,Ventricular_Fibrillation
Beans_Dry_Red_0_moisture,recommendedFor,Multiple_Myeloma
Cheese_pasteurized_process_cheese_food_or_product_American_singles,highIn,Fat
Beans_Dry_Carioca_0_moisture,recommendedFor,Hyperplasia
Beans_Dry_Navy_0_moisture,recommendedFor,Tachycardia
Sesame_butter_creamy,recommendedFor,Disease_Models__Animal
Scallops_sea_frozen_wild_caught,contraindicatedFor,Hypertension
Flour_oat_whole_grain,recommendedFor,Hyperplasia
Flour_coconut,recommendedFor,Esophageal_Neoplasms
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Muscular_Diseases
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Kidney_Diseases__Cystic
Cheese_swiss,recommendedFor,Osteoporosis__Postmenopausal
Spinach_baby,recommendedFor,Tachycardia__Supraventricular
Beans_Dry_Carioca_0_moisture,recommendedFor,Polyradiculopathy
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Hyperkinesis
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Hyperemia
Beef_top_sirloin_steak_raw,recommendedFor,Kidney_Diseases
Beans_Dry_Small_Red_0_moisture,recommendedFor,Bone_Diseases
Almond_butter_creamy,recommendedFor,Vasospasm__Intracranial
Ham_sliced_restaurant,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Tachycardia
Lentils_dry,recommendedFor,Diabetes_Mellitus__Type_2
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Urinary_Bladder_Diseases
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Glioma
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Neural_Tube_Defects
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Arthralgia
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Hepatomegaly
Flour_almond,recommendedFor,Kidney_Diseases
Beans_Dry_Red_0_moisture,recommendedFor,Diabetes_Mellitus__Type_2
Nuts_almonds_dry_roasted_with_salt_added,recommendedFor,Prostatic_Neoplasms
Flour_quinoa,recommendedFor,Splenic_Diseases
Khorasan_grain_dry_raw,recommendedFor,Cerebrovascular_Disorders
Yogurt_Greek_plain_nonfat,recommendedFor,Arrhythmias__Cardiac
Nuts_brazilnuts_raw,recommendedFor,Rickets
Beans_Dry_Carioca_0_moisture,recommendedFor,Atherosclerosis
Sauce_salsa_readytoserve,contraindicatedFor,Hypertension
Beans_Dry_Black_0_moisture,recommendedFor,Weight_Gain
Beeftenderloin_steak_raw,recommendedFor,Gastrointestinal_Diseases
Cheese_cotija_solid,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Nuts_brazilnuts_raw,recommendedFor,Disease_Progression
Juice_tart_cherry_from_concentrate_shelfstable,contraindicatedFor,Obesity
Zinc,treats,Proteinuria
Hyperemia,22-rdf-syntax-ns#type,Disease
Beans_Dry_Cranberry_0_moisture,recommendedFor,Osteoporosis
Tomato_paste_canned_without_salt_added,recommendedFor,Hemorrhage
Radishes_red_raw,22-rdf-syntax-ns#type,Food
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Carcinoma__Squamous_Cell
Beans_Dry_Navy_0_moisture,recommendedFor,Arrhythmias__Cardiac
Olives_green_Manzanilla_stuffed_with_pimiento,recommendedFor,Sinus_Arrest__Cardiac
Pork_cured_bacon_cooked_restaurant,contraindicatedFor,Atherosclerosis
Almond_milk_unsweetened_plain_refrigerated,recommendedFor,Cardiomyopathies
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Hemorrhage
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Anemia__Iron_Deficiency
Glioma,22-rdf-syntax-ns#type,Disease
Flour_amaranth,recommendedFor,Liver_Diseases
Bread_wholewheat_commercially_prepared,recommendedFor,Bone_Diseases
Khorasan_grain_dry_raw,recommendedFor,Long_QT_Syndrome
Anemia__Iron_Deficiency,22-rdf-syntax-ns#type,Disease
Flour_buckwheat,recommendedFor,Vasospasm__Intracranial
Sorghum_grain_white_pearled_unenriched_dry_raw,recommendedFor,Arrhythmias__Cardiac
Flour_quinoa,recommendedFor,Hypotension
Kale_frozen_cooked_boiled_drained_without_salt,recommendedFor,Bradycardia
Magnesium,treats,Migraine_Disorders
Sodium,treats,Kidney_Diseases__Cystic
Flour_semolina_fine,recommendedFor,Migraine_Disorders
Flour_chestnut,recommendedFor,Tachycardia__Ventricular
Cheese_monterey_jack_solid,recommendedFor,Intestinal_Diseases
Yogurt_Greek_plain_whole_milk,recommendedFor,Peptic_Ulcer
Flour_whole_wheat_unenriched,recommendedFor,Edema
Pulpitis,22-rdf-syntax-ns#type,Disease
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Cell_Transformation__Neoplastic
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Necrosis
Nuts_pecans_halves_raw,recommendedFor,Ventricular_Fibrillation
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,COVID_19
Cheese_pasteurized_process_American_vitamin_D_fortified,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Figs_dried_uncooked,predictedFor,Major_Depressive_Disorder
Nuts_pecans_halves_raw,recommendedFor,Tachycardia
Nuts_walnuts_English_halves_raw,recommendedFor,Acute_Kidney_Injury
Cheese_parmesan_grated,recommendedFor,Drug_Overdose
Collards_raw,recommendedFor,Long_QT_Syndrome
Almond_butter_creamy,recommendedFor,Asthma
Spinach_baby,recommendedFor,Muscle_Cramp
Restaurant_Chinese_sweet_and_sour_pork,recommendedFor,Hypotension
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Gastrointestinal_Diseases
Tuna_ahi_or_yellowfin_frozen_wild_caught,recommendedFor,Paralysis
Flour_oat_whole_grain,recommendedFor,Leukemia
Pork_cured_bacon_cooked_restaurant,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Beans_Dry_Tan_0_moisture,22-rdf-syntax-ns#type,Food
Einkorn_grain_dry_raw,recommendedFor,Fever
Beef_round_eye_of_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Splenic_Diseases
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Polycystic_Ovary_Syndrome
Beans_Dry_Cranberry_0_moisture,recommendedFor,Anemia
Almond_butter_creamy,recommendedFor,Intestinal_Diseases
Beans_cannellini_dry,recommendedFor,Tachycardia__Ventricular
Bulgur_dry_raw,highIn,Iron
Flour_potato,recommendedFor,Autistic_Disorder
Cheese_swiss,recommendedFor,Gastrointestinal_Diseases
Turkey_ground_93_lean_7_fat_panbroiled_crumbles,recommendedFor,Hyperlipidemias
Nuts_cashew_nuts_raw,recommendedFor,Anemia
Flour_soy_defatted,recommendedFor,Disease_Susceptibility
Snow_crab_legs_only_frozen__,recommendedFor,Cardiotoxicity
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Nephrolithiasis
Chia_seeds_dry_raw,recommendedFor,Muscular_Diseases
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Brain_Injuries
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Protein_Deficiency
Cheese_feta_whole_milk_crumbled,recommendedFor,Polyradiculopathy
Tomato_paste_canned_without_salt_added,highIn,Sugar
Peanuts_raw,recommendedFor,Heart_Defects__Congenital
Beans_Dry_Pinto_0_moisture,recommendedFor,Cardiovascular_Diseases
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,recommendedFor,Peptic_Ulcer
Nuts_brazilnuts_raw,recommendedFor,Tachycardia__Supraventricular
Flour_soy_defatted,recommendedFor,Hyperkinesis
Flour_spelt_whole_grain,recommendedFor,Acute_Kidney_Injury
Cheese_mozzarella_low_moisture_partskim,recommendedFor,Chemical_and_Drug_Induced_Liver_Injury
Eggs_Grade_A_Large_egg_whole,highIn,Sodium
Nuts_hazelnuts_or_filberts_raw,highIn,Potassium
Flour_quinoa,recommendedFor,Torsades_de_Pointes
Egg_white_dried,recommendedFor,Diabetes_Mellitus
Egg_white_dried,recommendedFor,Developmental_Disabilities
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Beans_Dry_Brown_0_moisture,recommendedFor,Tachycardia__Ectopic_Atrial
Flour_soy_defatted,recommendedFor,Neural_Tube_Defects
Beans_Dry_Small_Red_0_moisture,recommendedFor,Diabetic_Ketoacidosis
Seeds_sunflower_seed_kernel_raw,recommendedFor,Drug_Overdose
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Kidney_Diseases
Flour_potato,recommendedFor,Infant_Death
Nuts_pecans_halves_raw,recommendedFor,Arrhythmias__Cardiac
Tomato_sauce_canned_with_salt_added,recommendedFor,Renal_Insufficiency
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Hyperemia
Beans_Dry_Navy_0_moisture,recommendedFor,Tremor
Beans_Dry_Tan_0_moisture,recommendedFor,Diabetic_Cardiomyopathies
Flour_coconut,recommendedFor,Dysgeusia
Blackeye_pea_dry,recommendedFor,Hypokalemic_Periodic_Paralysis
Flaxseed_ground,recommendedFor,Renal_Insufficiency
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,highIn,Magnesium
Tomato_paste_canned_without_salt_added,recommendedFor,Nerve_Degeneration
Sausage_pork_chorizo_link_or_ground_cooked_panfried,recommendedFor,Hypokalemic_Periodic_Paralysis
Beans_Dry_Black_0_moisture,recommendedFor,Sinus_Arrest__Cardiac
Beans_Dry_Pink_0_moisture,recommendedFor,Edema
Figs_dried_uncooked,highIn,Potassium
Anchovies_canned_in_olive_oil_with_salt_drained,recommendedFor,Tachycardia__Ectopic_Atrial
treats,rdf-schema#label,treats disease
Sorghum_bran_white_unenriched_dry_raw,highIn,Fat
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Stomach_Ulcer
Beans_Dry_Small_Red_0_moisture,recommendedFor,Seizures
Cheese_provolone_sliced,recommendedFor,Ventricular_Fibrillation
Beef_short_loin_tbone_steak_bonein_separable_lean_only_trimmed_to_18_fat_choice_cooked_grilled,recommendedFor,Cholestasis
Cheese_ricotta_whole_milk,recommendedFor,Acute_Kidney_Injury
Cheese_provolone_sliced,recommendedFor,Tachycardia
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Coronary_Vasospasm
Beans_Dry_Medium_Red_0_moisture,recommendedFor,Diabetes_Mellitus__Type_2
Zinc,treats,Asthma
Beet_greens_raw,recommendedFor,Weight_Gain
Hypocalcemia,22-rdf-syntax-ns#type,Disease
Beans_Dry_Cranberry_0_moisture,recommendedFor,Water_Electrolyte_Imbalance
Egg_yolk_dried,recommendedFor,Pruritus
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,contraindicatedFor,Hypertension
Nuts_pistachio_nuts_raw,recommendedFor,Hypocalcemia
Beans_Dry_Small_White_0_moisture,recommendedFor,Magnesium_Deficiency
Scallops_sea_frozen_wild_caught,recommendedFor,Kidney_Diseases
Spinach_baby,recommendedFor,Tachycardia
Nuts_cashew_nuts_raw,recommendedFor,Water_Electrolyte_Imbalance
Beans_Dry_Navy_0_moisture,recommendedFor,Carcinoma__Squamous_Cell
Collards_raw,recommendedFor,Hypomagnesemia_primary
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Neoplasms
Restaurant_Latino_pupusas_con_frijoles_pupusas_bean,contraindicatedFor,Heart_Failure
Zinc,treats,Intestinal_Diseases
Mustard_prepared_yellow,recommendedFor,Cerebrovascular_Disorders
Beans_Dry_Black_0_moisture,recommendedFor,Stomach_Ulcer
Swordfish_frozen_wild_caught,recommendedFor,Hypertension
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Osteoporosis__Postmenopausal
Beans_Dry_Small_Red_0_moisture,recommendedFor,Nephrocalcinosis
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Brain_Injuries
Flour_amaranth,highIn,Vitamin_B6
Beans_Dry_Pinto_0_moisture,recommendedFor,Paralysis
Beans_Dry_Red_0_moisture,recommendedFor,Bone_Diseases
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Seizures
Einkorn_grain_dry_raw,highIn,Carbohydrate
Almond_butter_creamy,recommendedFor,Long_QT_Syndrome
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Carcinoma__Squamous_Cell
Oil_olive_extra_virgin,22-rdf-syntax-ns#type,Food
Yogurt_Greek_plain_whole_milk,recommendedFor,Bradycardia
Nuts_brazilnuts_raw,recommendedFor,Muscle_Cramp
Ham_sliced_restaurant,recommendedFor,Hypotension
Egg_yolk_dried,recommendedFor,Leukemia__Myeloid__Acute
Beans_navy_canned_sodium_added_drained_and_rinsed,contraindicatedFor,Heart_Failure
Beans_Dry_Carioca_0_moisture,recommendedFor,Cardiomyopathies
Bread_wholewheat_commercially_prepared,recommendedFor,Seizures
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,COVID_19
Flour_buckwheat,recommendedFor,Cerebrovascular_Disorders
Cream_sour_full_fat,recommendedFor,Periodontitis
Egg_yolk_dried,recommendedFor,Ventricular_Fibrillation
Cheese_provolone_sliced,recommendedFor,Arrhythmias__Cardiac
Beans_Dry_Black_0_moisture,recommendedFor,Brain_Injuries
Beans_Dry_Navy_0_moisture,recommendedFor,Splenic_Diseases
Egg_yolk_dried,recommendedFor,Tachycardia
Cookies_oatmeal_soft_with_raisins,predictedFor,Neurologic_Manifestations
Arugula_baby_raw,recommendedFor,Osteoporosis
Mustard_prepared_yellow,recommendedFor,Long_QT_Syndrome
Beet_greens_raw,recommendedFor,Anemia__Iron_Deficiency
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Cell_Transformation__Neoplastic
Turkey_ground_93_lean_7_fat_raw,recommendedFor,Necrosis
Beef_round_top_round_boneless_choice_raw,recommendedFor,Acrodermatitis
Peppers_bell_yellow_raw,highIn,Vitamin_B6
Blackeye_pea_canned_sodium_added_drained_and_rinsed,recommendedFor,Water_Electrolyte_Imbalance
Beef_flank_steak_boneless_choice_raw,recommendedFor,Multiple_Myeloma
Egg_white_dried,recommendedFor,Heart_Diseases
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Nephrocalcinosis
Peanut_butter_creamy,recommendedFor,Heart_Failure
Yogurt_Greek_plain_whole_milk,highIn,Calcium
Pickles_cucumber_dill_or_kosher_dill,recommendedFor,Renal_Insufficiency
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Weight_Loss
Egg_whole_raw_frozen_pasteurized,recommendedFor,Acute_Kidney_Injury
Nuts_macadamia_nuts_raw,recommendedFor,Tachycardia__Ectopic_Atrial
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Hyperglycemia
Spinach_baby,recommendedFor,Arrhythmias__Cardiac
Cheese_parmesan_grated,recommendedFor,Nephrocalcinosis
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,recommendedFor,Splenic_Diseases
Egg_whole_dried,recommendedFor,Dysgeusia
Wild_rice_dry_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Magnesium,treats,Vasospasm__Intracranial
Cheese_cheddar,recommendedFor,Acute_Kidney_Injury
Flour_semolina_fine,recommendedFor,Vasospasm__Intracranial
Milk_nonfat_fluid_with_added_vitamin_A_and_vitamin_D_fat_free_or_skim,recommendedFor,Bradycardia
Beans_Dry_Cranberry_0_moisture,recommendedFor,Rhabdomyolysis
Lamb_ground_raw,recommendedFor,Hepatolenticular_Degeneration
Flaxseed_ground,recommendedFor,Weight_Gain
Nuts_walnuts_English_halves_raw,recommendedFor,Craniofacial_Abnormalities
Oats_whole_grain_steel_cut,highIn,Iron
Flour_buckwheat,recommendedFor,Long_QT_Syndrome
Kale_raw,recommendedFor,Rickets
Beans_Dry_Small_White_0_moisture,recommendedFor,Diarrhea
Beef_flank_steak_boneless_choice_raw,recommendedFor,Diabetes_Mellitus__Type_2
Nuts_cashew_nuts_raw,recommendedFor,Rhabdomyolysis
Flour_coconut,recommendedFor,Lung_Injury
Cheese_dry_white_queso_seco,recommendedFor,Cell_Transformation__Neoplastic
Cheese_dry_white_queso_seco,recommendedFor,Necrosis
Sorghum_flour_white_pearled_unenriched_dry_raw,highIn,Magnesium
Nuts_pecans_halves_raw,recommendedFor,Carcinoma__Squamous_Cell
Beans_Dry_Small_Red_0_moisture,recommendedFor,Nerve_Compression_Syndromes
Flour_quinoa,recommendedFor,Fever
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Autistic_Disorder
Almond_milk_unsweetened_plain_shelf_stable,recommendedFor,Renal_Insufficiency
Cheese_cheddar,contraindicatedFor,Obesity
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Teratozoospermia
Flour_chestnut,recommendedFor,Kidney_Diseases
Cheese_feta_whole_milk_crumbled,recommendedFor,Pulpitis
Oats_whole_grain_rolled_old_fashioned,recommendedFor,Insulin_Resistance
Flour_amaranth,recommendedFor,Magnesium_Deficiency
Egg_yolk_dried,recommendedFor,Arrhythmias__Cardiac
Cheese_parmesan_grated,recommendedFor,Renal_Insufficiency
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Urinary_Bladder_Diseases
Yogurt_Greek_plain_whole_milk,recommendedFor,Nephrolithiasis
Ham_sliced_restaurant,highIn,Potassium
Egg_yolk_raw_frozen_pasteurized,recommendedFor,Cognition_Disorders
Olives_green_Manzanilla_stuffed_with_pimiento,recommendedFor,Colitis
Cheese_cotija_solid,recommendedFor,Esophageal_Neoplasms
