Cheese_feta_whole_milk_crumbled,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Yogurt_plain_nonfat,recommendedFor,Rickets
Calcium,treats,Nerve_Compression_Syndromes
Yogurt_Greek_plain_nonfat,recommendedFor,Bradycardia
Apple_juice_with_added_vitamin_C_from_concentrate_shelf_stable,contraindicatedFor,Obesity
Beans_Dry_Great_Northern_0_moisture,recommendedFor,Nerve_Degeneration
Beef_ribeye_steak_boneless_choice_raw,recommendedFor,Cardiomyopathies
Nuts_pine_nuts_raw,recommendedFor,Heart_Diseases
Flour_quinoa,recommendedFor,Gastrointestinal_Diseases
Frankfurter_beef_unheated,recommendedFor,Acute_Kidney_Injury
Egg_white_dried,recommendedFor,Tremor
Chickpeas_garbanzo_beans_bengal_gram_dry,recommendedFor,Muscle_Weakness
Beans_Dry_Pink_0_moisture,recommendedFor,Osteoporosis__Postmenopausal
Flour_potato,recommendedFor,Kidney_Diseases
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Muscle_Cramp
Beans_snap_green_canned_regular_pack_drained_solids,recommendedFor,Kidney_Diseases
Apples_honeycrisp_with_skin_raw,lowIn,Iron
Potatoes_russet_without_skin_raw,recommendedFor,Drug_Related_Side_Effects_and_Adverse_Reactions
Pickles_cucumber_dill_or_kosher_dill,mediumIn,Calcium
Beef_round_top_round_boneless_choice_raw,recommendedFor,Liver_Diseases
Cookies_oatmeal_soft_with_raisins,mediumIn,Magnesium
Beef_round_top_round_roast_boneless_separable_lean_only_trimmed_to_0_fat_select_raw,recommendedFor,Esophageal_Neoplasms
Orange_juice_no_pulp_not_fortified_not_from_concentrate_refrigerated,lowIn,Sodium
Tomato_paste_canned_without_salt_added,recommendedFor,Kidney_Diseases
Oats_whole_grain_rolled_old_fashioned,highIn,Magnesium
Peanuts_raw,recommendedFor,Nerve_Degeneration
Beans_navy_canned_sodium_added_drained_and_rinsed,recommendedFor,Hypotension
Khorasan_grain_dry_raw,recommendedFor,Hyperplasia
Beans_Dry_Dark_Red_Kidney_0_moisture,recommendedFor,Movement_Disorders
Pork_ground_raw,lowIn,Carbohydrate
Sorghum_flour_white_pearled_unenriched_dry_raw,recommendedFor,Ventricular_Fibrillation
Vitamin_D,treats,Colonic_Neoplasms
Nuts_macadamia_nuts_raw,recommendedFor,Tachycardia__Ventricular
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Anemia__Iron_Deficiency
Beans_Dry_Red_0_moisture,recommendedFor,Parasomnias
Nuts_brazilnuts_raw,recommendedFor,Osteoporosis
Celery_raw,22-rdf-syntax-ns#type,Food
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Tachycardia
Flour_spelt_whole_grain,recommendedFor,Tachycardia__Ectopic_Atrial
Mushroom_pioppini,highIn,Potassium
Beans_Dry_Pink_0_moisture,recommendedFor,Peripheral_Nervous_System_Diseases
Beef_loin_tenderloin_roast_separable_lean_only_boneless_trimmed_to_0_fat_select_cooked_roasted,highIn,Zinc
Flour_soy_defatted,recommendedFor,Hemorrhage
Khorasan_grain_dry_raw,recommendedFor,Muscle_Cramp
Beans_Dry_Pinto_0_moisture,recommendedFor,Drug_Overdose
Einkorn_grain_dry_raw,recommendedFor,Hyperemia
Ketchup_restaurant,lowIn,Zinc
Beans_Dry_Cranberry_0_moisture,recommendedFor,Cardiomyopathies
Almond_butter_creamy,recommendedFor,Hepatolenticular_Degeneration
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Esophageal_Squamous_Cell_Carcinoma
Tuna_ahi_or_yellowfin_frozen_wild_caught,recommendedFor,Kidney_Diseases
Flour_chestnut,recommendedFor,Hypomagnesemia_primary
Collards_raw,recommendedFor,Hyperalgesia
Beef_short_loin_porterhouse_steak_separable_lean_only_trimmed_to_18_fat_select_raw,recommendedFor,Proteinuria
Pork_loin_tenderloin_boneless_raw,recommendedFor,Arrhythmias__Cardiac
Mango_Ataulfo_peeled_raw,lowIn,Fiber
Beef_ground_90_lean_meat__10_fat_raw,recommendedFor,Leukemia
Sorghum_bran_white_unenriched_dry_raw,recommendedFor,Liver_Diseases
Corn_flour_masa_harina_white_or_yellow_dry_raw,recommendedFor,Atrial_Fibrillation
Crustaceans_crab_blue_swimming_lump_pasteurized_refrigerated,recommendedFor,Carcinoma__Ehrlich_Tumor
Nuts_hazelnuts_or_filberts_raw,recommendedFor,Renal_Insufficiency
Nuts_cashew_nuts_raw,recommendedFor,Leukemia
Farro_pearled_dry_raw,recommendedFor,Kidney_Diseases
Beans_Dry_Small_White_0_moisture,recommendedFor,Polycystic_Ovary_Syndrome
Beef_ground_80_lean_meat__20_fat_raw,recommendedFor,Cholestasis__Extrahepatic
Pork_loin_tenderloin_boneless_raw,mediumIn,Zinc
Beans_Dry_Light_Tan_0_moisture,recommendedFor,Cerebrovascular_Disorders
Carrots_baby_raw,mediumIn,Folate
Beef_loin_top_loin_steak_boneless_lipon_separable_lean_only_trimmed_to_18_fat_choice_raw,recommendedFor,Asthma
Yogurt_Greek_plain_whole_milk,recommendedFor,Osteoporosis__Postmenopausal
Farro_pearled_dry_raw,recommendedFor,Melanoma
Seeds_sunflower_seed_kernel_raw,recommendedFor,Diabetes_Mellitus__Type_2
Beans_cannellini_dry,recommendedFor,Cardiovascular_Diseases
Egg_whole_dried,recommendedFor,Alzheimer_Disease
Fish_tuna_light_canned_in_water_drained_solids,recommendedFor,Inflammation
Ham_sliced_prepackaged_deli_meat_96fat_free_water_added,recommendedFor,Diabetes_Mellitus
Restaurant_Latino_tamale_pork,22-rdf-syntax-ns#type,Food
Snow_crab_legs_only_frozen__,recommendedFor,Cardiotoxicity
Cheese_monterey_jack_solid,recommendedFor,Diarrhea
Chia_seeds_dry_raw,recommendedFor,Proteinuria
Cheese_cottage_lowfat_2_milkfat,mediumIn,Zinc
Flour_corn_yellow_fine_meal_enriched,lowIn,Calcium
Grapefruit_juice_white_canned_or_bottled_unsweetened,mediumIn,Sugar
Flour_spelt_whole_grain,recommendedFor,Acute_Kidney_Injury
Flour_semolina_coarse_and_semicoarse,mediumIn,Magnesium
Beans_Dry_Flor_de_Mayo_0_moisture,recommendedFor,Gastrointestinal_Diseases
Olives_green_Manzanilla_stuffed_with_pimiento,recommendedFor,Rickets
Seeds_sunflower_seed_kernels_dry_roasted_with_salt_added,recommendedFor,Prostatic_Neoplasms
Nuts_pine_nuts_raw,recommendedFor,Parasomnias
Beans_Dry_Brown_0_moisture,recommendedFor,Infant_Death
